Time,Aeon Motion,Aeon Temp,Aeon Lum,Aeon Hum,
1433956734,1,23.90,332.00,22.00,
1433956739,1,23.90,332.00,22.00,
1433956745,1,23.90,334.00,22.00,
1433956751,1,23.90,326.00,22.00,
1433956757,1,23.90,334.00,22.00,
1433956762,1,23.90,329.00,22.00,
1433956769,1,23.90,334.00,22.00,
1433956774,1,23.90,334.00,22.00,
1433956779,1,23.90,334.00,22.00,
1433956785,1,23.90,328.00,22.00,
1433956790,1,23.90,331.00,22.00,
1433956796,1,23.90,334.00,22.00,
1433956801,1,23.90,336.00,22.00,
1433956806,1,23.90,334.00,22.00,
1433956812,1,23.90,324.00,22.00,
1433956817,1,23.90,322.00,22.00,
1433956822,1,23.90,333.00,22.00,
