Time,Aeon Motion,Aeon Temp,Aeon Lum,Aeon Hum,
1433860368,1,22.90,296.00,22.00,
1433860373,1,22.90,290.00,22.00,
1433860378,1,22.90,287.00,22.00,
1433860384,1,22.90,289.00,22.00,
1433860389,1,22.90,258.00,22.00,
1433860395,1,22.90,259.00,22.00,
1433860400,1,22.90,270.00,22.00,
1433860406,1,22.90,269.00,22.00,
1433860411,1,22.90,244.00,22.00,
1433860417,1,22.90,254.00,22.00,
1433860422,1,22.90,255.00,22.00,
1433860427,1,22.90,260.00,22.00,
1433860433,1,22.90,257.00,22.00,
1433860438,1,22.90,260.00,22.00,
1433860444,1,22.90,259.00,22.00,
1433860450,1,22.90,257.00,22.00,
1433860455,1,22.90,256.00,22.00,
1433860461,1,22.90,260.00,22.00,
1433860466,1,22.90,268.00,22.00,
1433860472,1,22.90,263.00,22.00,
1433860477,1,22.90,263.00,22.00,
1433860483,1,22.90,263.00,22.00,
1433860488,1,22.90,263.00,22.00,
1433860494,1,22.90,269.00,22.00,
1433860499,1,22.90,267.00,22.00,
1433860505,1,22.90,267.00,22.00,
1433860510,1,22.90,267.00,22.00,
1433860516,1,22.90,263.00,22.00,
1433860521,1,22.90,266.00,22.00,
1433860526,1,22.90,262.00,22.00,
1433860532,1,23.00,265.00,22.00,
1433860538,1,22.90,262.00,22.00,
1433860543,1,22.90,262.00,22.00,
1433860549,1,22.90,272.00,22.00,
1433860554,1,22.90,269.00,22.00,
1433860559,1,22.90,263.00,22.00,
1433860565,1,22.90,273.00,22.00,
1433860570,1,22.90,261.00,22.00,
1433860576,1,22.90,257.00,22.00,
1433860581,1,22.90,262.00,22.00,
1433860586,1,22.90,270.00,22.00,
1433860592,1,22.90,273.00,22.00,
1433860597,1,22.90,266.00,22.00,
1433860603,1,22.90,263.00,22.00,
1433860609,1,22.90,266.00,22.00,
1433860614,1,22.90,282.00,22.00,
1433860620,1,23.00,200.00,22.00,
1433860625,1,23.00,200.00,22.00,
1433860631,1,23.00,200.00,22.00,
1433860637,1,23.00,200.00,22.00,
1433860642,1,23.00,200.00,22.00,
1433860647,1,23.00,200.00,22.00,
1433860653,1,23.00,200.00,22.00,
1433860658,1,23.00,200.00,22.00,
1433860663,1,23.00,201.00,22.00,
1433860669,1,23.00,200.00,22.00,
1433860674,1,23.00,201.00,22.00,
1433860680,1,23.00,201.00,22.00,
1433860685,1,23.00,201.00,22.00,
1433860691,1,23.00,201.00,22.00,
1433860696,1,22.90,200.00,22.00,
1433860702,1,23.00,200.00,22.00,
1433860707,1,23.00,200.00,22.00,
1433860712,1,23.00,201.00,22.00,
1433860718,1,23.00,201.00,22.00,
1433860723,1,22.90,201.00,22.00,
1433860729,1,22.90,201.00,22.00,
1433860734,1,23.00,201.00,22.00,
1433860739,1,22.90,201.00,22.00,
1433860745,1,22.90,201.00,22.00,
1433860750,1,23.00,201.00,22.00,
1433860755,1,22.90,201.00,22.00,
1433860761,1,22.90,201.00,22.00,
1433860767,1,22.90,201.00,22.00,
1433860772,1,22.90,201.00,22.00,
1433860778,1,23.00,201.00,22.00,
1433860783,1,23.00,201.00,22.00,
1433860788,1,23.00,201.00,22.00,
1433860794,1,23.00,201.00,22.00,
1433860799,1,23.00,201.00,22.00,
1433860804,1,23.00,201.00,22.00,
1433860810,1,23.00,201.00,22.00,
1433860815,1,23.00,201.00,22.00,
1433860821,1,23.00,201.00,22.00,
1433860826,1,23.00,202.00,22.00,
1433860832,1,22.90,201.00,22.00,
1433860837,1,22.90,202.00,22.00,
1433860843,1,23.00,202.00,22.00,
1433860848,1,22.90,202.00,22.00,
1433860854,0,22.90,202.00,22.00,
1433860859,0,22.90,202.00,22.00,
1433860865,0,22.90,202.00,22.00,
1433860870,0,22.90,202.00,22.00,
1433860875,0,22.90,202.00,22.00,
1433860881,0,22.90,202.00,22.00,
1433860886,0,22.90,202.00,22.00,
1433860891,0,22.90,202.00,22.00,
1433860897,0,22.90,202.00,22.00,
1433860902,0,22.90,202.00,22.00,
1433860908,0,22.90,203.00,22.00,
1433860913,0,22.90,202.00,22.00,
1433860918,0,22.90,201.00,22.00,
1433860924,0,22.90,202.00,22.00,
1433860929,0,23.00,202.00,22.00,
1433860934,0,23.00,202.00,22.00,
1433860940,0,22.90,202.00,22.00,
1433860945,0,22.80,202.00,22.00,
1433860951,0,22.90,202.00,22.00,
1433860956,0,22.90,202.00,22.00,
1433860962,0,22.90,202.00,22.00,
1433860967,0,22.90,202.00,22.00,
1433860972,0,22.90,202.00,22.00,
1433860978,0,22.90,202.00,22.00,
1433860983,0,22.90,202.00,22.00,
1433860988,0,22.90,202.00,22.00,
1433860994,0,22.90,202.00,22.00,
1433860999,0,22.90,202.00,22.00,
1433861005,0,22.90,202.00,22.00,
1433861011,0,23.00,202.00,22.00,
1433861017,0,22.90,202.00,22.00,
1433861023,0,22.90,202.00,22.00,
1433861028,0,23.00,202.00,22.00,
1433861034,0,23.00,202.00,22.00,
1433861039,0,23.00,202.00,22.00,
1433861046,0,23.00,202.00,22.00,
1433861051,0,23.00,202.00,22.00,
1433861057,0,23.00,202.00,22.00,
1433861062,0,23.00,202.00,22.00,
1433861068,0,23.00,202.00,22.00,
1433861074,0,23.00,202.00,22.00,
1433861080,0,23.00,203.00,22.00,
1433861085,0,23.00,202.00,22.00,
1433861091,0,23.00,203.00,22.00,
1433861096,0,23.00,202.00,22.00,
1433861102,0,23.00,202.00,22.00,
1433861107,0,23.00,202.00,22.00,
1433861113,0,23.00,202.00,22.00,
1433861118,0,23.00,202.00,22.00,
1433861124,0,23.00,202.00,22.00,
1433861129,0,23.00,202.00,22.00,
1433861134,0,23.00,202.00,22.00,
1433861140,0,23.00,202.00,22.00,
1433861145,0,23.00,202.00,22.00,
1433861151,0,23.00,202.00,22.00,
1433861156,0,23.00,202.00,22.00,
1433861161,0,23.00,203.00,22.00,
1433861167,0,23.00,203.00,22.00,
1433861172,0,23.00,202.00,22.00,
1433861178,0,23.00,202.00,22.00,
1433861183,0,23.00,203.00,22.00,
1433861189,0,23.00,202.00,22.00,
1433861194,0,23.00,202.00,22.00,
1433861199,0,23.00,202.00,22.00,
1433861205,0,23.00,202.00,22.00,
1433861210,0,23.00,202.00,22.00,
1433861216,0,22.90,201.00,22.00,
1433861221,0,23.00,201.00,22.00,
1433861227,0,22.90,201.00,22.00,
1433861232,0,22.90,201.00,22.00,
1433861237,0,22.90,201.00,22.00,
1433861243,0,22.90,202.00,22.00,
1433861248,0,22.90,202.00,22.00,
1433861254,0,22.90,201.00,22.00,
1433861259,0,22.80,201.00,22.00,
1433861265,0,22.90,202.00,22.00,
1433861270,0,22.90,201.00,22.00,
1433861276,0,22.80,202.00,22.00,
1433861281,0,22.90,202.00,22.00,
1433861287,0,22.80,202.00,22.00,
1433861292,0,22.80,202.00,22.00,
1433861298,0,22.80,202.00,22.00,
1433861304,0,22.80,201.00,22.00,
1433861310,0,22.80,202.00,22.00,
1433861316,0,22.80,202.00,22.00,
1433861321,0,22.80,202.00,22.00,
1433861327,0,22.80,201.00,22.00,
1433861332,0,22.80,201.00,22.00,
1433861337,0,22.80,202.00,22.00,
1433861343,0,22.80,201.00,22.00,
1433861348,0,22.90,202.00,22.00,
1433861353,0,22.80,202.00,22.00,
1433861359,0,22.80,202.00,22.00,
1433861364,0,22.80,202.00,22.00,
1433861369,0,22.80,201.00,22.00,
1433861375,0,22.80,202.00,22.00,
1433861380,0,22.80,201.00,22.00,
1433861386,0,22.80,201.00,22.00,
1433861392,0,22.80,201.00,22.00,
1433861397,0,22.80,201.00,22.00,
1433861402,0,22.80,201.00,22.00,
1433861408,0,22.80,201.00,22.00,
1433861413,0,22.80,201.00,22.00,
1433861419,0,22.80,201.00,22.00,
1433861424,0,22.80,201.00,22.00,
1433861430,0,22.80,201.00,22.00,
1433861435,0,22.80,201.00,22.00,
1433861441,0,22.80,201.00,22.00,
1433861446,0,22.80,201.00,22.00,
1433861452,0,22.70,201.00,22.00,
1433861457,0,22.80,201.00,22.00,
1433861462,0,22.80,201.00,22.00,
1433861468,0,22.80,201.00,22.00,
1433861473,0,22.80,201.00,22.00,
1433861479,0,22.80,201.00,22.00,
1433861484,0,22.80,201.00,22.00,
1433861490,0,22.80,201.00,22.00,
1433861495,0,22.80,201.00,22.00,
1433861501,0,22.80,201.00,22.00,
1433861506,0,22.80,201.00,22.00,
1433861511,0,22.80,201.00,22.00,
1433861517,0,22.80,202.00,22.00,
1433861522,0,22.80,201.00,22.00,
1433861528,0,22.80,201.00,22.00,
1433861533,0,22.80,201.00,22.00,
1433861538,0,22.80,201.00,22.00,
1433861545,0,22.80,201.00,22.00,
1433861551,0,22.80,201.00,22.00,
1433861556,0,22.90,201.00,22.00,
1433861562,0,22.80,201.00,22.00,
1433861567,0,22.90,202.00,22.00,
1433861573,0,22.90,201.00,22.00,
1433861578,0,22.90,201.00,22.00,
1433861583,0,22.90,201.00,22.00,
1433861590,0,22.90,201.00,22.00,
1433861596,0,22.80,201.00,22.00,
1433861601,0,22.90,200.00,22.00,
1433861606,0,22.90,201.00,22.00,
1433861612,0,22.90,200.00,22.00,
1433861618,0,22.90,201.00,22.00,
1433861624,0,22.90,201.00,22.00,
1433861630,0,22.90,200.00,22.00,
1433861635,0,22.90,200.00,22.00,
1433861641,0,22.90,200.00,22.00,
1433861647,0,22.90,200.00,22.00,
1433861653,0,22.90,200.00,22.00,
1433861659,0,22.90,200.00,22.00,
1433861665,0,22.90,200.00,22.00,
1433861671,0,22.90,200.00,22.00,
1433861677,0,22.90,200.00,22.00,
1433861683,0,22.90,200.00,22.00,
1433861689,0,22.90,200.00,22.00,
1433861694,0,22.90,200.00,22.00,
1433861700,0,22.90,200.00,22.00,
1433861706,0,22.90,200.00,22.00,
1433861712,0,22.90,200.00,22.00,
1433861717,0,22.90,200.00,22.00,
1433861723,0,22.90,200.00,22.00,
1433861729,0,22.90,200.00,22.00,
1433861734,0,22.90,200.00,22.00,
1433861740,0,23.00,200.00,22.00,
1433861745,0,23.00,200.00,22.00,
1433861751,0,23.00,200.00,22.00,
1433861756,0,23.00,200.00,22.00,
1433861762,0,23.00,200.00,22.00,
1433861767,0,23.00,200.00,22.00,
1433861772,0,23.00,200.00,22.00,
1433861778,0,23.00,200.00,22.00,
1433861784,0,23.00,200.00,22.00,
1433861790,0,23.00,200.00,22.00,
1433861796,0,23.00,200.00,22.00,
1433861801,0,23.00,200.00,22.00,
1433861807,0,23.00,200.00,22.00,
1433861813,0,23.00,200.00,22.00,
1433861818,0,23.00,200.00,22.00,
1433861824,0,23.00,200.00,22.00,
1433861829,0,23.00,200.00,22.00,
1433861835,0,23.00,200.00,22.00,
1433861841,0,23.00,200.00,22.00,
1433861847,0,23.00,200.00,22.00,
1433861852,0,23.00,200.00,22.00,
1433861858,0,23.00,200.00,22.00,
1433861863,0,23.00,200.00,22.00,
1433861869,0,23.00,200.00,22.00,
1433861875,0,23.00,200.00,22.00,
1433861880,0,23.00,200.00,22.00,
1433861885,0,23.00,200.00,22.00,
1433861891,0,23.00,200.00,22.00,
1433861896,0,23.00,200.00,22.00,
1433861902,0,23.00,200.00,22.00,
1433861907,0,23.10,200.00,22.00,
1433861913,0,23.10,200.00,22.00,
1433861918,0,23.10,199.00,22.00,
1433861924,0,23.10,199.00,22.00,
1433861930,0,23.10,199.00,22.00,
1433861936,0,23.10,199.00,22.00,
1433861941,0,23.10,199.00,22.00,
1433861947,0,23.00,200.00,22.00,
1433861952,0,23.00,200.00,22.00,
1433861957,0,23.00,200.00,22.00,
1433861963,0,23.00,199.00,22.00,
1433861968,0,23.00,199.00,22.00,
1433861974,0,23.00,199.00,22.00,
1433861979,0,23.00,199.00,22.00,
1433861984,0,22.90,200.00,22.00,
1433861990,0,22.90,200.00,22.00,
1433861995,0,22.90,200.00,22.00,
