Time,Aeon Motion,Aeon Temp,Aeon Lum,Aeon Hum,
1433905857,0,24.20,96.00,22.00,
1433905862,0,24.20,101.00,22.00,
1433905868,0,24.20,98.00,22.00,
1433905874,0,24.20,98.00,22.00,
1433905879,0,24.20,94.00,22.00,
1433905885,0,24.20,96.00,22.00,
1433905891,0,24.20,97.00,22.00,
1433905896,0,24.20,98.00,22.00,
1433905901,0,24.30,97.00,22.00,
1433905907,0,24.30,95.00,22.00,
1433905912,0,24.30,97.00,22.00,
1433905918,0,24.30,96.00,22.00,
1433905923,0,24.30,95.00,22.00,
1433905929,0,24.30,97.00,22.00,
1433905934,0,24.30,98.00,22.00,
1433905939,0,24.30,101.00,22.00,
1433905945,0,24.30,98.00,22.00,
1433905950,0,24.30,97.00,22.00,
1433905956,0,24.30,97.00,22.00,
1433905961,0,24.30,100.00,22.00,
1433905967,0,24.30,98.00,22.00,
1433905973,0,24.30,100.00,22.00,
1433905978,0,24.30,98.00,22.00,
1433905984,0,24.20,97.00,22.00,
1433905989,0,24.20,97.00,22.00,
1433905994,0,24.20,101.00,22.00,
1433906000,0,24.20,101.00,22.00,
1433906006,0,24.20,101.00,22.00,
1433906011,0,24.20,99.00,22.00,
1433906016,0,24.20,95.00,22.00,
1433906022,0,24.20,94.00,22.00,
1433906027,0,24.20,98.00,22.00,
1433906033,0,24.20,95.00,22.00,
1433906039,0,24.20,98.00,22.00,
1433906044,0,24.20,96.00,22.00,
1433906050,0,24.20,94.00,22.00,
1433906055,0,24.20,94.00,22.00,
1433906060,0,24.30,98.00,22.00,
1433906066,0,24.20,94.00,22.00,
1433906071,0,24.30,95.00,22.00,
1433906077,0,24.20,96.00,22.00,
1433906082,0,24.20,101.00,22.00,
1433906087,0,24.20,99.00,22.00,
1433906093,0,24.20,96.00,22.00,
1433906098,0,24.20,95.00,22.00,
1433906104,0,24.20,101.00,22.00,
1433906109,0,24.20,98.00,22.00,
1433906114,0,24.20,95.00,22.00,
1433906120,0,24.20,97.00,22.00,
1433906125,0,24.20,100.00,22.00,
1433906130,0,24.20,100.00,22.00,
1433906136,0,24.20,99.00,22.00,
1433906142,0,24.10,98.00,22.00,
1433906147,0,24.20,101.00,22.00,
1433906153,0,24.20,98.00,22.00,
1433906158,0,24.20,101.00,22.00,
1433906164,0,24.20,95.00,22.00,
1433906170,0,24.20,94.00,22.00,
1433906176,0,24.20,99.00,22.00,
1433906183,0,24.20,98.00,22.00,
1433906188,0,24.20,99.00,22.00,
1433906194,0,24.20,101.00,22.00,
1433906200,0,24.20,93.00,22.00,
1433906205,0,24.20,95.00,22.00,
1433906210,0,24.20,96.00,22.00,
1433906217,0,24.20,93.00,22.00,
1433906222,0,24.20,97.00,22.00,
1433906228,0,24.20,99.00,22.00,
1433906233,0,24.20,94.00,22.00,
1433906238,0,24.20,99.00,22.00,
1433906244,0,24.20,100.00,22.00,
1433906249,0,24.40,98.00,22.00,
1433906255,0,24.20,101.00,22.00,
1433906261,0,24.20,97.00,22.00,
1433906266,0,24.20,96.00,22.00,
1433906272,0,24.20,95.00,22.00,
1433906277,0,24.20,94.00,22.00,
1433906283,0,24.20,97.00,22.00,
1433906288,0,24.10,95.00,22.00,
1433906293,0,24.10,98.00,22.00,
1433906299,0,24.10,97.00,22.00,
1433906305,0,24.10,97.00,22.00,
1433906310,0,24.20,97.00,22.00,
1433906316,0,24.20,101.00,22.00,
1433906321,0,24.20,94.00,22.00,
1433906327,0,24.20,98.00,22.00,
1433906332,0,24.20,99.00,22.00,
1433906338,0,24.20,94.00,22.00,
1433906343,0,24.20,94.00,22.00,
1433906349,0,24.20,96.00,22.00,
1433906354,0,24.20,98.00,22.00,
1433906359,0,24.20,100.00,22.00,
1433906365,0,24.20,101.00,22.00,
1433906370,0,24.10,101.00,22.00,
1433906376,0,24.10,98.00,22.00,
1433906382,0,24.10,100.00,22.00,
1433906388,0,24.10,98.00,22.00,
1433906394,0,24.10,100.00,22.00,
1433906399,0,24.10,96.00,22.00,
1433906404,0,24.10,98.00,22.00,
1433906410,0,24.10,96.00,22.00,
1433906415,0,24.20,98.00,22.00,
1433906420,0,24.10,98.00,22.00,
1433906426,0,24.10,95.00,22.00,
1433906433,0,24.10,99.00,22.00,
1433906438,0,24.10,98.00,22.00,
1433906443,0,24.10,94.00,22.00,
1433906450,0,24.10,98.00,22.00,
1433906456,0,24.10,98.00,22.00,
1433906462,0,24.10,101.00,22.00,
1433906467,0,24.10,93.00,22.00,
1433906473,0,24.10,100.00,22.00,
1433906478,0,24.10,101.00,22.00,
1433906484,0,24.10,94.00,22.00,
1433906489,0,24.10,94.00,22.00,
1433906494,0,24.10,98.00,22.00,
1433906500,0,24.20,94.00,22.00,
1433906505,0,24.10,100.00,22.00,
1433906510,0,24.10,93.00,22.00,
1433906516,0,24.10,97.00,22.00,
1433906521,0,24.30,98.00,22.00,
1433906528,0,24.10,95.00,22.00,
1433906534,0,24.10,101.00,22.00,
1433906539,0,24.10,101.00,22.00,
1433906544,0,24.10,95.00,22.00,
1433906550,0,24.10,100.00,22.00,
1433906555,0,24.10,100.00,22.00,
1433906561,0,24.10,101.00,22.00,
1433906566,0,24.10,96.00,22.00,
1433906571,0,24.10,97.00,22.00,
1433906578,0,24.10,101.00,22.00,
1433906583,0,24.00,97.00,22.00,
1433906588,0,24.10,94.00,22.00,
1433906594,0,24.10,98.00,22.00,
1433906600,0,24.10,93.00,22.00,
1433906605,0,24.10,100.00,22.00,
1433906611,0,24.10,95.00,22.00,
1433906617,0,24.10,101.00,22.00,
1433906622,0,24.10,101.00,22.00,
1433906628,0,24.10,94.00,22.00,
1433906634,0,24.10,97.00,22.00,
1433906639,0,24.10,98.00,22.00,
1433906645,0,24.10,100.00,22.00,
1433906650,0,24.10,95.00,22.00,
1433906656,0,24.10,94.00,22.00,
1433906662,0,24.10,94.00,22.00,
1433906668,0,24.10,94.00,22.00,
1433906674,0,24.10,100.00,22.00,
1433906679,0,24.10,100.00,22.00,
1433906685,0,24.10,98.00,22.00,
1433906690,0,24.10,95.00,22.00,
1433906696,0,24.10,101.00,22.00,
1433906701,0,24.10,101.00,22.00,
1433906706,0,24.10,101.00,22.00,
1433906712,0,24.10,100.00,22.00,
1433906718,0,24.10,93.00,22.00,
1433906723,0,24.10,101.00,22.00,
1433906729,0,24.10,99.00,22.00,
1433906734,0,24.10,100.00,22.00,
1433906740,0,24.10,94.00,22.00,
1433906746,0,24.00,93.00,22.00,
1433906751,0,24.10,96.00,22.00,
1433906756,0,24.00,99.00,22.00,
1433906762,0,24.00,95.00,22.00,
1433906768,0,24.00,94.00,22.00,
1433906773,0,24.00,99.00,22.00,
1433906779,0,24.00,99.00,22.00,
1433906784,0,24.00,96.00,22.00,
1433906789,0,24.00,101.00,22.00,
1433906795,0,24.00,99.00,22.00,
1433906800,0,24.00,100.00,22.00,
1433906806,0,24.10,95.00,22.00,
1433906812,0,24.10,101.00,22.00,
1433906817,0,24.10,99.00,22.00,
1433906823,0,24.10,101.00,22.00,
1433906829,0,24.10,96.00,22.00,
1433906835,0,24.10,94.00,22.00,
1433906840,0,24.00,97.00,22.00,
1433906845,0,24.00,96.00,22.00,
1433906851,0,24.00,101.00,22.00,
1433906857,0,24.10,94.00,22.00,
1433906863,0,24.00,96.00,22.00,
1433906868,0,24.00,95.00,22.00,
1433906875,0,24.00,94.00,22.00,
1433906880,0,24.00,94.00,22.00,
1433906886,0,24.00,98.00,22.00,
1433906891,0,24.00,94.00,22.00,
1433906896,0,24.00,97.00,22.00,
1433906903,0,24.00,96.00,22.00,
1433906909,0,24.00,101.00,22.00,
1433906914,0,24.00,99.00,22.00,
1433906920,0,24.00,97.00,22.00,
1433906926,0,24.00,101.00,22.00,
1433906931,0,24.00,101.00,22.00,
1433906937,0,24.00,96.00,22.00,
1433906943,0,24.00,97.00,22.00,
1433906948,0,24.00,99.00,22.00,
1433906954,0,24.00,99.00,22.00,
1433906959,0,24.00,94.00,22.00,
1433906965,0,24.00,94.00,22.00,
1433906970,0,24.00,101.00,22.00,
1433906976,0,24.00,100.00,22.00,
1433906982,0,24.00,95.00,22.00,
1433906989,0,24.00,99.00,22.00,
1433906994,0,24.00,95.00,22.00,
1433906999,0,24.00,98.00,22.00,
1433907005,0,24.00,97.00,22.00,
1433907010,0,24.00,94.00,22.00,
1433907015,0,24.00,98.00,22.00,
1433907021,0,24.00,101.00,22.00,
1433907026,0,24.00,97.00,22.00,
1433907032,0,24.00,99.00,22.00,
1433907037,0,24.00,95.00,22.00,
1433907043,0,24.00,100.00,22.00,
1433907048,0,24.00,93.00,22.00,
1433907053,0,24.00,96.00,22.00,
1433907060,0,24.00,94.00,22.00,
1433907066,0,24.00,96.00,22.00,
1433907071,0,24.00,94.00,22.00,
1433907077,0,24.00,100.00,22.00,
1433907082,0,24.00,94.00,22.00,
1433907087,0,24.00,96.00,22.00,
1433907094,0,24.00,95.00,22.00,
1433907099,0,24.00,93.00,22.00,
1433907105,0,24.00,99.00,22.00,
1433907110,0,24.00,101.00,22.00,
1433907116,0,24.00,101.00,22.00,
1433907122,0,24.00,95.00,22.00,
1433907129,0,24.00,97.00,22.00,
1433907134,0,24.00,94.00,22.00,
1433907139,0,24.00,97.00,22.00,
1433907145,0,24.00,100.00,22.00,
1433907150,0,24.00,96.00,22.00,
1433907156,0,24.00,100.00,22.00,
1433907162,0,23.90,94.00,22.00,
1433907167,0,24.00,96.00,22.00,
1433907173,0,23.90,100.00,22.00,
1433907178,0,23.90,100.00,22.00,
1433907183,0,23.90,98.00,22.00,
1433907189,0,23.90,95.00,22.00,
1433907194,0,24.00,99.00,22.00,
1433907200,0,24.00,96.00,22.00,
1433907206,0,24.10,101.00,22.00,
1433907211,0,24.00,101.00,22.00,
1433907216,0,24.00,99.00,22.00,
1433907222,0,24.00,96.00,22.00,
1433907227,0,24.00,97.00,22.00,
1433907232,0,24.00,101.00,22.00,
1433907238,0,24.00,99.00,22.00,
1433907243,0,24.00,95.00,22.00,
1433907249,0,24.00,100.00,22.00,
1433907255,0,23.90,95.00,22.00,
1433907262,0,23.90,100.00,22.00,
1433907268,0,23.90,97.00,22.00,
1433907274,0,23.90,101.00,22.00,
1433907280,0,23.90,94.00,22.00,
1433907285,0,23.90,101.00,22.00,
1433907291,0,23.90,100.00,22.00,
1433907297,0,23.90,98.00,22.00,
1433907303,0,23.90,96.00,22.00,
1433907309,0,23.90,99.00,22.00,
1433907314,0,23.90,95.00,22.00,
1433907319,0,23.90,95.00,22.00,
1433907325,0,23.90,101.00,22.00,
1433907331,0,24.00,94.00,22.00,
1433907337,0,24.00,101.00,22.00,
1433907342,0,23.90,95.00,22.00,
1433907348,0,23.90,95.00,22.00,
1433907354,0,24.00,101.00,22.00,
1433907360,0,23.90,94.00,22.00,
1433907366,0,23.90,94.00,22.00,
1433907372,0,23.90,101.00,22.00,
1433907378,0,23.90,101.00,22.00,
1433907383,0,23.90,101.00,22.00,
1433907388,0,23.90,96.00,22.00,
1433907394,0,24.00,96.00,22.00,
1433907399,0,24.00,94.00,22.00,
1433907405,0,24.00,98.00,22.00,
1433907412,0,24.00,100.00,22.00,
1433907417,0,23.90,101.00,22.00,
1433907422,0,23.90,94.00,22.00,
1433907428,0,23.90,97.00,22.00,
1433907433,0,23.90,94.00,22.00,
1433907439,0,23.90,100.00,22.00,
1433907444,0,23.90,100.00,22.00,
1433907449,0,23.90,93.00,22.00,
1433907455,0,23.90,100.00,22.00,
1433907461,0,23.90,99.00,22.00,
1433907467,0,23.90,100.00,22.00,
1433907473,0,23.90,98.00,22.00,
1433907478,0,23.90,94.00,22.00,
1433907484,0,23.90,98.00,22.00,
1433907489,0,24.00,99.00,22.00,
1433907494,0,24.00,94.00,22.00,
1433907500,0,24.00,97.00,22.00,
1433907505,0,24.00,95.00,22.00,
1433907511,0,23.90,96.00,22.00,
1433907517,0,23.90,99.00,22.00,
1433907522,0,23.90,97.00,22.00,
1433907528,0,23.90,97.00,22.00,
1433907534,0,23.90,98.00,22.00,
1433907540,0,23.90,94.00,22.00,
1433907545,0,23.90,99.00,22.00,
1433907551,0,23.90,93.00,22.00,
1433907556,0,23.90,96.00,22.00,
1433907563,0,23.90,95.00,22.00,
1433907568,0,23.90,94.00,22.00,
1433907574,0,23.90,98.00,22.00,
1433907579,0,23.80,100.00,22.00,
1433907585,0,23.90,99.00,22.00,
1433907591,0,23.80,93.00,22.00,
1433907597,0,23.80,95.00,22.00,
1433907602,0,23.80,99.00,22.00,
1433907607,0,23.80,95.00,22.00,
1433907613,0,23.80,98.00,22.00,
1433907619,0,23.80,101.00,22.00,
1433907624,0,23.80,101.00,22.00,
1433907630,0,23.90,96.00,22.00,
1433907636,0,23.90,99.00,22.00,
1433907642,0,23.90,98.00,22.00,
1433907649,0,23.90,96.00,22.00,
1433907655,0,23.90,99.00,22.00,
1433907661,0,23.90,94.00,22.00,
1433907666,0,23.90,99.00,22.00,
1433907672,0,23.90,101.00,22.00,
1433907677,0,23.90,98.00,22.00,
1433907682,0,23.90,99.00,22.00,
1433907689,0,23.90,100.00,22.00,
1433907694,0,23.90,98.00,22.00,
1433907700,0,23.90,95.00,22.00,
1433907705,0,23.90,96.00,22.00,
1433907711,0,23.90,98.00,22.00,
1433907716,0,23.90,100.00,22.00,
1433907722,0,23.90,95.00,22.00,
1433907727,0,23.90,94.00,22.00,
1433907733,0,23.90,98.00,22.00,
1433907738,0,23.90,96.00,22.00,
1433907744,0,23.90,94.00,22.00,
1433907749,0,23.90,97.00,22.00,
1433907755,0,23.90,100.00,22.00,
1433907761,0,23.90,100.00,22.00,
1433907767,0,23.90,95.00,22.00,
1433907772,0,23.90,101.00,22.00,
1433907778,0,23.90,95.00,22.00,
1433907783,0,23.90,94.00,22.00,
1433907789,0,23.90,100.00,22.00,
1433907795,0,23.90,100.00,22.00,
1433907800,0,23.90,95.00,22.00,
1433907806,0,23.90,98.00,22.00,
1433907811,0,23.90,98.00,22.00,
1433907817,0,23.90,98.00,22.00,
1433907823,0,23.90,99.00,22.00,
1433907829,0,23.90,93.00,22.00,
1433907835,0,23.80,98.00,22.00,
1433907840,0,23.80,95.00,22.00,
1433907846,0,23.80,97.00,22.00,
1433907851,0,23.80,99.00,22.00,
1433907858,0,23.80,96.00,22.00,
1433907864,0,23.80,100.00,22.00,
1433907869,0,23.80,93.00,22.00,
1433907874,0,23.80,95.00,22.00,
1433907880,0,23.80,95.00,22.00,
1433907885,0,23.80,99.00,22.00,
1433907890,0,23.80,99.00,22.00,
1433907897,0,23.80,94.00,22.00,
1433907902,0,23.80,99.00,22.00,
1433907908,0,23.80,100.00,22.00,
1433907914,0,23.80,94.00,22.00,
1433907920,0,23.80,98.00,22.00,
1433907927,0,23.90,100.00,22.00,
1433907932,0,23.90,98.00,22.00,
1433907938,0,23.90,101.00,22.00,
1433907944,0,23.90,95.00,22.00,
1433907949,0,23.90,95.00,22.00,
1433907955,0,23.90,96.00,22.00,
1433907960,0,23.90,96.00,22.00,
1433907966,0,23.90,98.00,22.00,
1433907972,0,23.80,96.00,22.00,
1433907977,0,23.90,100.00,22.00,
1433907983,0,23.80,96.00,22.00,
1433907988,0,23.90,99.00,22.00,
1433907994,0,23.80,98.00,22.00,
1433907999,0,23.80,101.00,22.00,
1433908004,0,23.80,101.00,22.00,
1433908010,0,23.80,95.00,22.00,
1433908015,0,23.80,101.00,22.00,
1433908022,0,23.80,96.00,22.00,
1433908027,0,23.80,99.00,22.00,
1433908034,0,23.80,100.00,22.00,
1433908039,0,23.80,96.00,22.00,
1433908045,0,23.90,101.00,22.00,
1433908051,0,23.90,95.00,22.00,
1433908056,0,23.90,94.00,22.00,
1433908061,0,23.90,99.00,22.00,
1433908067,0,23.90,101.00,22.00,
1433908072,0,23.90,101.00,22.00,
1433908077,0,23.90,97.00,22.00,
1433908083,0,23.90,95.00,22.00,
1433908089,0,23.90,96.00,22.00,
1433908095,0,23.90,97.00,22.00,
1433908101,0,23.90,100.00,22.00,
1433908107,0,23.90,96.00,22.00,
1433908112,0,23.90,97.00,22.00,
1433908118,0,24.00,95.00,22.00,
1433908124,0,23.90,99.00,22.00,
1433908130,0,23.90,94.00,22.00,
1433908135,0,23.90,95.00,22.00,
1433908141,0,23.90,95.00,22.00,
1433908146,0,23.90,100.00,22.00,
1433908153,0,23.90,101.00,22.00,
1433908158,0,23.80,94.00,22.00,
1433908163,0,23.90,94.00,22.00,
1433908169,0,23.90,101.00,22.00,
1433908174,0,23.90,94.00,22.00,
1433908179,0,23.90,94.00,22.00,
1433908185,0,23.90,97.00,22.00,
1433908191,0,23.90,101.00,22.00,
1433908196,0,23.80,96.00,22.00,
1433908202,0,23.80,94.00,22.00,
1433908207,0,23.80,94.00,22.00,
1433908213,0,23.80,98.00,22.00,
1433908219,0,23.80,96.00,22.00,
1433908226,0,23.80,98.00,22.00,
1433908231,0,23.90,101.00,22.00,
1433908237,0,23.80,98.00,22.00,
1433908243,0,23.90,97.00,22.00,
1433908250,0,23.90,99.00,22.00,
1433908256,0,23.90,96.00,22.00,
1433908262,0,23.90,95.00,22.00,
1433908269,0,23.90,99.00,22.00,
1433908274,0,23.90,97.00,22.00,
1433908281,0,23.90,97.00,22.00,
1433908286,0,23.90,94.00,22.00,
1433908292,0,23.90,95.00,22.00,
1433908298,0,23.90,97.00,22.00,
1433908303,0,24.00,93.00,22.00,
1433908308,0,23.90,94.00,22.00,
1433908314,0,23.90,94.00,22.00,
1433908319,0,23.90,101.00,22.00,
1433908325,0,23.90,97.00,22.00,
1433908330,0,23.90,95.00,22.00,
1433908336,0,23.90,100.00,22.00,
1433908342,0,23.90,100.00,22.00,
1433908347,0,23.80,100.00,22.00,
1433908353,0,23.80,97.00,22.00,
1433908359,0,23.80,96.00,22.00,
1433908365,0,23.80,99.00,22.00,
1433908370,0,23.80,100.00,22.00,
1433908376,0,23.80,100.00,22.00,
1433908381,0,23.80,97.00,22.00,
1433908387,0,23.80,95.00,22.00,
1433908392,0,23.80,94.00,22.00,
1433908398,0,23.80,93.00,22.00,
1433908404,0,23.80,94.00,22.00,
1433908409,0,23.80,95.00,22.00,
1433908415,0,23.80,98.00,22.00,
1433908420,0,23.80,97.00,22.00,
1433908426,0,23.80,98.00,22.00,
1433908431,0,23.80,100.00,22.00,
1433908437,0,23.80,100.00,22.00,
1433908442,0,23.80,100.00,22.00,
1433908448,0,23.70,99.00,22.00,
1433908455,0,23.70,95.00,22.00,
1433908460,0,23.70,93.00,22.00,
1433908465,0,23.70,100.00,22.00,
1433908471,0,23.70,101.00,22.00,
1433908476,0,23.70,100.00,22.00,
1433908482,0,23.70,94.00,22.00,
1433908488,0,23.70,97.00,22.00,
1433908494,0,23.70,98.00,22.00,
1433908499,0,23.70,101.00,22.00,
1433908504,0,23.70,98.00,22.00,
1433908510,0,23.70,93.00,22.00,
1433908516,0,23.70,100.00,22.00,
1433908522,0,23.70,94.00,22.00,
1433908527,0,23.70,96.00,22.00,
1433908532,0,23.70,99.00,22.00,
1433908538,0,23.70,97.00,22.00,
1433908543,0,23.70,94.00,22.00,
1433908548,0,23.70,101.00,22.00,
1433908554,0,23.70,96.00,22.00,
1433908559,0,23.70,93.00,22.00,
1433908565,0,23.70,95.00,22.00,
1433908570,0,23.70,98.00,22.00,
1433908576,0,23.80,101.00,22.00,
1433908582,0,23.70,101.00,22.00,
1433908588,0,23.80,95.00,22.00,
1433908593,0,23.80,94.00,22.00,
1433908599,0,23.80,97.00,22.00,
1433908604,0,23.80,95.00,22.00,
1433908610,0,23.80,95.00,22.00,
1433908615,0,23.80,97.00,22.00,
1433908621,0,23.80,93.00,22.00,
1433908626,0,23.80,94.00,22.00,
1433908632,0,23.80,94.00,22.00,
1433908637,0,23.80,96.00,22.00,
1433908642,0,23.80,100.00,22.00,
1433908648,0,23.70,99.00,22.00,
1433908653,0,23.70,94.00,22.00,
1433908660,0,23.80,97.00,22.00,
1433908666,0,23.80,101.00,22.00,
1433908671,0,23.80,95.00,22.00,
1433908677,0,23.80,100.00,22.00,
1433908683,0,23.80,97.00,22.00,
1433908689,0,23.80,100.00,22.00,
1433908696,0,23.80,101.00,22.00,
1433908701,0,23.80,100.00,22.00,
1433908706,0,23.80,96.00,22.00,
1433908712,0,23.80,95.00,22.00,
1433908718,0,23.80,100.00,22.00,
1433908723,0,23.80,96.00,22.00,
1433908730,0,23.80,99.00,22.00,
1433908735,0,23.80,97.00,22.00,
1433908741,0,23.80,99.00,22.00,
1433908746,0,23.80,93.00,22.00,
1433908752,0,23.80,93.00,22.00,
1433908758,0,23.80,94.00,22.00,
1433908763,0,23.80,93.00,22.00,
1433908770,0,23.80,94.00,22.00,
1433908775,0,23.80,97.00,22.00,
1433908780,0,23.80,96.00,22.00,
1433908786,0,23.80,97.00,22.00,
1433908791,0,23.80,94.00,22.00,
1433908796,0,23.80,97.00,22.00,
